thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
49.3,88.0,2.1,4.4,c2,4.0,1,1,a,-1.5116169455976245,31.068605587406356
48.1,78.0,3.2,1.2000000000000002,c1,5.0,0,1,b,-0.2308954399926717,29.73220359613803
51.400000000000006,100.0,,0.6000000000000001,c1,1.0,1,1,a,1.0719465892691322,
61.900000000000006,118.0,4.7,6.4,c5,4.0,0,0,a,1.8300925172080609,
29.6,81.0,3.8,7.7,c2,2.0,1,1,a,-0.5908612724553652,8.90007403161832
,35.0,-6.5,-5.5,c1,3.0,0,0,a,-0.0021622807968711,29.86834761941284
51.6,107.0,4.9,-3.7,c5,1.0,1,1,a,0.4856429507188559,33.588611792352026
52.5,88.0,5.9,2.2,c5,2.0,0,1,a,0.2836639261538476,34.663945907183894
47.2,76.0,-0.9,-2.5,c3,1.0,1,0,a,-0.4213712154831421,28.65276876810839
36.1,42.0,4.4,2.3000000000000003,c1,2.0,0,1,a,-2.386364103834294,16.189503957692757
52.8,95.0,,7.800000000000001,c1,1.0,0,0,b,-0.4856869588707059,34.951959353426986
64.0,110.0,1.4,4.4,c4,5.0,0,0,b,,47.54615192747767
37.9,68.0,3.0,0.4,c1,5.0,0,1,a,-0.3555369085659326,18.19524735575476
57.1,68.0,3.0,11.3,c1,4.0,0,1,a,-0.1922271305084413,39.774452123283695
47.5,,2.0,,c1,2.0,1,0,a,-0.7375229945899533,29.043272991893957
49.7,78.0,5.300000000000001,1.9,c3,5.0,1,1,,0.1926733164675328,31.44808088754037
41.7,42.0,7.2,0.0,c2,5.0,0,1,a,-0.6968835661302236,22.52391340366446
47.5,81.0,,-6.4,c4,4.0,1,0,a,-1.4471802045374338,28.98989444879711
60.6,97.0,0.5,,c4,4.0,1,1,a,0.332681146345353,43.70040135229063
54.8,109.0,1.9,4.3,c5,2.0,1,1,,-0.1118383831112146,
,109.0,,5.300000000000001,c1,5.0,1,0,a,0.3696891223950006,47.5908044486895
59.6,77.0,1.1,-4.4,c2,3.0,,1,a,0.9685480842496292,42.59670700079924
53.7,82.0,,,c3,3.0,1,1,a,-1.5435216374765135,35.95178011036619
64.10000000000001,77.0,3.6,4.9,c5,2.0,0,1,a,-0.2869749370294648,
53.7,,2.1,-8.4,c1,1.0,1,0,a,-1.3003684559788522,35.95093842864469
56.8,328.0437521280195,1.1,6.800000000000001,c1,5.0,,0,a,0.1726789015487825,39.45189359117353
47.8,135.0,2.8000000000000003,,c3,3.0,0,0,a,-1.3768384779070737,29.330861418187624
50.7,85.0,5.7,6.800000000000001,c3,4.0,,0,a,-2.6841083048940155,32.598912342732845
44.6,,0.1,3.5,c1,1.0,0,0,a,1.2418959574460071,25.723185590297508
58.1,125.0,6.4,-4.7,c2,3.0,0,0,a,-1.1350852851469757,
40.7,62.0,-0.3,-2.8000000000000003,c2,2.0,0,0,a,-0.5982836968077653,21.395267391966208
56.400000000000006,94.0,1.2000000000000002,4.800000000000001,c2,4.0,1,1,a,0.3357651324703916,
48.6,93.0,3.5,1.4,c1,3.0,1,1,a,0.8475980616345766,30.28414048245357
59.5,119.0,-1.5,0.2,c3,2.0,0,0,a,0.1010233168504903,
56.2,299.4251904165647,-3.1,1.8,c1,1.0,0,1,a,-0.4299644105318247,38.757820898581336
64.7,125.0,6.300000000000001,6.9,c1,2.0,1,0,a,1.8827540362436896,48.38581541882121
56.0,101.0,4.1000000000000005,0.9,c2,2.0,0,0,a,-0.3417554862981998,
37.6,116.0,1.4,2.1,c1,4.0,1,1,a,-0.9258485565951752,17.851637699120836
49.6,96.0,,-4.9,c3,4.0,1,0,a,0.1990950377764003,31.39742144391619
40.8,80.0,4.4,4.3,c2,2.0,0,1,a,-0.6776291196472831,21.451935266646657
46.0,88.0,-3.1,-1.2000000000000002,c2,3.0,0,0,a,0.2684086196015953,27.33548141870353
62.3,118.0,4.7,3.2,c1,5.0,1,0,a,-0.9576565384015592,45.6010558994905
55.3,72.0,-3.3000000000000003,0.4,c1,,,1,a,0.3783177549531468,37.73780429807926
44.6,64.0,-0.9,-1.2000000000000002,c3,3.0,0,0,a,-1.68376630280963,25.709626142791283
42.0,153.0,4.9,3.3000000000000003,c1,,0,1,a,,22.876543702036408
50.400000000000006,56.0,1.4,7.4,c1,3.0,1,1,a,0.6442531062693508,32.295038835886345
40.400000000000006,91.0,3.4000000000000004,-2.7,c3,2.0,1,0,a,0.1486466908900711,21.05095865556985
44.8,101.0,2.9000000000000004,6.800000000000001,,2.0,0,0,a,-0.073720067066992,25.95973750343077
52.7,132.0,6.300000000000001,9.5,c2,2.0,1,0,a,2.215041203017978,34.808085243961195
59.400000000000006,126.0,-1.1,1.0,,3.0,1,0,a,0.015029211160089,42.397808324960266
55.0,160.0,1.1,-2.3000000000000003,c1,2.0,1,0,a,-0.8066352077537225,
,283.298802170359,1.7000000000000002,1.3,c4,4.0,0,1,a,0.0045396758919824,11.3783944226171
52.6,141.0,3.6,-1.9,c3,3.0,0,0,a,1.2978475646305008,
50.7,129.0,5.7,1.0,,1.0,1,0,a,-0.5109874155474962,32.6483021590932
53.5,148.0,-1.2000000000000002,-2.1,c1,3.0,0,1,a,-1.7207793839424432,35.72501256835424
,123.0,-4.6000000000000005,-9.4,c2,1.0,1,1,a,-0.3543695947806037,46.54588713486086
33.6,83.0,0.3,-2.4000000000000004,c3,1.0,1,0,a,-1.2883616071315178,
45.400000000000006,82.0,4.5,-2.4000000000000004,c2,1.0,0,0,a,-0.315156885802399,26.68006917328005
54.900000000000006,113.0,0.1,1.2000000000000002,c1,4.0,0,1,a,-1.638285367059719,37.31815690514019
37.5,,3.5,8.4,c5,3.0,0,1,a,1.4549131398759234,17.765650404914517
62.0,64.0,-2.0,5.9,c4,1.0,1,1,a,-0.1046792264314202,45.283541432481584
53.1,102.0,-1.5,,c3,3.0,0,0,a,0.5791187264835609,35.31520951430593
56.900000000000006,136.0,,1.6,c4,2.0,1,0,a,-0.0298435662383683,
45.6,56.0,4.1000000000000005,1.7000000000000002,c1,4.0,1,1,a,0.7390243131984651,26.86150704630385
56.7,85.0,3.9,5.300000000000001,c1,5.0,0,1,a,-0.3286291887696245,39.3238732096959
58.7,146.0,0.1,-1.9,c1,2.0,0,0,a,-0.4903899448420069,41.61624400390134
52.0,140.0,6.9,9.0,c1,2.0,1,0,a,-0.97372506878493,34.095902181234514
52.0,87.0,1.0,2.0,c1,4.0,1,1,a,-0.6664500339316126,34.109608034288264
52.3,109.0,4.9,-4.3,c4,3.0,1,0,a,0.7831244999375677,
43.2,87.0,4.1000000000000005,2.7,c4,4.0,1,0,a,0.93578992962246,
49.0,130.0,4.3,-2.6,c2,3.0,0,0,a,-0.5932185683231906,
48.900000000000006,84.0,3.2,-0.7000000000000001,c3,2.0,0,0,a,-1.6148187448167308,30.62729720792877
53.2,95.0,,-3.1,c1,4.0,0,1,a,0.8281585142570074,35.450544779181456
58.2,150.0,-3.9,-1.4,c1,2.0,1,1,a,-0.9597918874629788,40.998418222192655
41.7,59.0,-2.3000000000000003,-3.3000000000000003,,1.0,1,0,a,-0.7795066147887915,22.47317526219432
49.2,85.0,0.3,-2.8000000000000003,c3,5.0,0,0,a,-0.3373738019099826,30.8749187271238
62.0,124.0,4.6000000000000005,11.8,c3,3.0,0,0,a,0.905717658625812,45.33309992893076
44.2,131.0,2.4000000000000004,-2.9000000000000004,c3,2.0,1,0,a,0.3062342366709774,25.30770594068692
43.6,57.0,,2.9000000000000004,c5,,0,1,a,-0.3343212861740727,24.59974984438712
51.8,84.0,4.0,5.2,c1,1.0,0,1,a,-1.5421417358200398,
56.900000000000006,128.0,3.9,3.0,c1,3.0,1,0,a,-0.0270478814573036,
50.3,121.0,-3.1,-7.6,c1,5.0,0,1,a,1.0954221396315909,
60.8,124.0,,-7.0,c5,4.0,0,1,a,0.1099427924961581,
,109.0,-0.1,1.4,c2,4.0,1,1,a,0.6415617365354763,39.71114584309874
56.900000000000006,115.0,4.4,7.1000000000000005,c2,,0,0,a,0.0522805433807972,
54.6,67.0,2.8000000000000003,1.1,c5,1.0,0,1,,-0.2669578038311267,36.98704851191684
68.8,135.0,6.0,-1.5,c2,3.0,1,0,a,0.1327718434833466,52.94887790311476
48.5,138.0,-0.3,-1.3,c1,1.0,,1,a,-0.0212856685626363,30.1535448002056
34.1,38.0,0.7000000000000001,,c1,1.0,1,0,a,2.386187833798153,13.968299371401375
63.0,101.0,4.0,-1.9,c2,2.0,1,0,a,0.2046783881251924,46.43828925365427
46.5,84.0,-1.4,-3.7,c3,5.0,0,0,a,-0.0780652758521081,
51.0,93.0,4.1000000000000005,2.7,,2.0,1,1,a,0.0030642387619466,32.9709239990873
60.6,168.0,2.1,,c1,3.0,1,0,,0.2479724956769727,43.78595616374474
37.3,54.0,3.0,-0.8,c3,5.0,0,0,a,0.275736390325439,17.579664130469673
40.1,53.0,5.6000000000000005,,c1,4.0,1,1,a,0.8385903153813667,20.735175073044743
37.3,100.0,6.4,10.4,c4,1.0,0,1,a,0.8104045087540457,17.588498565930315
43.8,72.0,3.4000000000000004,-4.5,c1,3.0,1,0,a,0.2616017038966712,24.852773389771187
53.7,128.0,-3.5,,,4.0,0,1,a,-1.9828973240461247,35.95672945415294
54.400000000000006,,-1.2000000000000002,-2.5,c2,3.0,0,1,a,0.8237151521098403,36.71769058531494
52.400000000000006,116.0,4.5,7.0,c4,2.0,1,0,a,0.2821407389248986,34.48646761395698
38.900000000000006,39.0,4.5,4.3,c1,3.0,0,1,a,1.4261825364705771,19.285107044968704
31.700000000000003,82.0,0.6000000000000001,3.9,c1,3.0,0,1,a,-2.351970286715248,11.209069070306205
50.6,107.0,4.7,-4.3,c1,3.0,0,1,a,0.7891630635795016,32.48918226851344
46.400000000000006,87.0,-1.0,-0.5,c5,1.0,0,1,a,-2.2650220978220768,27.75401569725497
-79.31867350217316,73.0,3.4000000000000004,-10.2,,5.0,0,0,a,0.053437259627889,36.13447194544951
55.8,116.0,3.3000000000000003,7.4,c5,5.0,0,1,a,-0.3255825262884418,38.31758263599143
51.3,122.0,4.1000000000000005,7.5,c1,2.0,1,0,a,0.8731874156164551,
56.2,96.0,0.2,-2.4000000000000004,c2,2.0,0,1,a,-2.067144712522766,38.841197768382685
52.0,90.0,-1.3,-12.1,c2,2.0,1,0,a,0.7370164625833263,34.06290236703562
54.400000000000006,129.0,2.1,,c1,3.0,0,1,a,-1.6585270535705416,36.7705823504132
44.5,335.6001744542624,,7.5,c2,2.0,0,0,a,-0.4825970911876536,25.65794063417106
48.7,123.0,5.1000000000000005,5.0,c2,3.0,0,0,a,-0.6655417246254391,30.383497275516877
51.7,109.0,-1.2000000000000002,5.6000000000000005,c1,5.0,0,1,a,0.5373991758632822,33.77098486991262
56.7,105.0,4.4,1.4,c2,2.0,0,1,a,-0.4667834487186575,
47.0,94.0,5.0,11.8,c3,2.0,1,0,a,0.0881619166275775,28.456329449978853
54.3,72.0,6.4,-4.1000000000000005,c2,1.0,0,1,a,-0.7490208400401954,36.69050530158901
48.0,93.0,3.0,-1.7000000000000002,c2,2.0,,0,a,-0.5165160743886317,29.60745087276159
49.2,129.0,2.8000000000000003,-4.2,c4,5.0,1,1,a,-0.8243873878538668,30.942120494046826
56.8,113.0,4.3,5.7,,,0,0,a,,
34.2,57.0,,-0.1,c3,3.0,0,0,a,-0.6790785604296049,
39.8,64.0,2.8000000000000003,,c1,2.0,0,1,a,,20.33174904732715
38.3,80.0,5.300000000000001,6.4,c3,,1,1,a,0.6377166944762985,
31.5,36.0,-0.5,-0.8,c1,,0,0,a,0.3864960255695255,10.997454921365255
44.7,67.0,1.3,-0.5,c1,4.0,0,1,a,1.5577015166663852,
56.2,152.0,5.0,-1.3,c2,4.0,0,0,a,-0.1020640817252853,38.74490509754966
47.900000000000006,69.0,-0.3,1.1,c4,1.0,1,0,a,0.7543835206656653,29.436043402556827
51.7,81.0,0.0,,c1,3.0,0,1,a,-0.6451935370750308,33.78011073747667
58.900000000000006,123.0,3.5,5.1000000000000005,c2,3.0,0,0,a,0.9665584431447972,
,106.0,-1.1,4.2,c1,1.0,0,0,a,1.456563906958992,43.94917519040922
49.6,,3.9,1.0,c1,2.0,1,1,a,1.427879302413659,31.377758587464744
61.0,142.0,1.1,5.4,c2,2.0,0,0,a,-1.7824729143854878,44.182273006124575
50.900000000000006,60.0,-2.4000000000000004,-2.5,c1,4.0,0,1,a,-1.2047763468404846,32.829139925906986
43.5,109.0,-0.0,1.3,c4,3.0,1,0,a,-1.9981118569675351,24.46341598555284
45.400000000000006,77.0,6.0,-1.5,c1,4.0,0,1,a,1.0257780582843652,26.650396830211385
38.3,73.0,2.7,-1.7000000000000002,c2,5.0,0,0,a,1.2143948348415603,18.67517138691485
43.1,140.0,-3.0,-6.7,c1,3.0,0,1,a,-0.3879174688777609,
47.3,58.0,-1.2000000000000002,3.5,c1,3.0,0,1,,-0.902979790393196,28.77784980733014
56.6,127.0,-0.2,-2.9000000000000004,c2,5.0,0,1,a,-0.6558784574076526,39.23226517440742
63.900000000000006,154.0,3.8,4.9,c1,2.0,1,0,a,-0.9486273774947314,47.48692848049386
39.1,63.0,4.2,2.2,c1,1.0,0,1,a,-0.634844889977385,19.56036636160664
53.3,88.0,4.7,1.4,c1,3.0,0,1,a,-0.818925011974864,35.53544721433927
41.8,76.0,-2.1,-9.3,c1,3.0,,0,a,0.7152358661272407,22.63510454758219
54.0,278.6695240400573,5.1000000000000005,-4.800000000000001,c3,5.0,0,0,a,2.013522394328948,36.27227379616882
49.1,100.0,-1.1,-3.6,c4,3.0,0,0,a,-0.162306628031152,30.82022014381046
35.5,100.0,-0.8,-3.0,c1,3.0,1,0,a,0.7956653188247309,
57.6,103.0,-2.1,-6.7,c1,3.0,1,1,a,1.532078336682024,40.35467292411636
45.3,117.0,2.8000000000000003,1.9,c1,3.0,1,1,a,1.406445597469074,26.554993584721423
45.900000000000006,,-3.2,4.4,c3,5.0,0,0,a,-0.2203700525599239,27.194897854638008
,98.0,5.300000000000001,9.8,c1,3.0,0,1,a,0.513010161459811,22.37222829839279
44.900000000000006,106.0,-0.4,-1.6,c1,,0,1,n/a,1.3249415803643774,26.111450509812
53.6,90.0,5.2,3.4000000000000004,c2,2.0,0,1,a,1.126161333392648,35.85101396625426
48.6,27.0,4.4,5.2,c3,5.0,1,1,a,1.403695944463332,30.29680093157235
52.8,121.0,4.9,4.0,c2,5.0,0,0,a,-0.6596532928189236,
53.1,127.0,-2.0,-0.4,c3,5.0,0,0,a,,35.25729668535959
60.7,125.0,2.8000000000000003,2.2,c1,5.0,0,0,a,0.8857788459516286,
47.400000000000006,120.0,2.8000000000000003,1.5,c1,4.0,0,1,a,-0.1913771787741937,28.914924642220587
38.3,66.0,3.9,-0.7000000000000001,c3,4.0,0,0,a,2.0588851909256998,18.70827964838841
,,-0.7000000000000001,-0.5,c3,1.0,0,0,a,2.5026248941041707,41.605001749147846
47.5,136.0,4.9,-6.7,c1,2.0,0,1,a,-0.8405875998776239,29.01660645112471
59.1,133.0,3.4000000000000004,2.7,c1,4.0,0,0,a,-0.6136038194811666,42.03133200119639
53.2,142.0,4.0,-6.7,c1,2.0,0,1,a,-0.0752953622998984,35.450394018642235
49.1,135.0,4.6000000000000005,3.7,c4,3.0,0,0,a,0.3263063472855494,30.819762228169896
53.0,72.0,4.3,-1.8,,3.0,0,1,a,1.1319027584536194,35.138983046416655
65.8,146.0,4.800000000000001,8.200000000000001,c4,3.0,0,0,a,1.8825830809641704,49.5591130411367
66.8,111.0,4.5,2.9000000000000004,c4,2.0,0,0,a,-0.7403294806209832,50.69282476148378
50.7,71.0,-3.2,-4.2,c2,5.0,1,1,a,-0.0770299879663401,32.62443021619501
51.400000000000006,95.0,,1.5,,2.0,0,0,a,0.8213315459328618,33.44171533985368
58.8,162.0,3.9,-1.7000000000000002,c1,4.0,1,0,a,-0.5484339270441867,41.68616141719747
43.400000000000006,74.0,5.2,7.9,c1,,0,1,a,0.538410824282157,24.38905070509388
52.8,57.0,-0.3,1.2000000000000002,c2,4.0,1,1,a,-1.3975576340492717,34.9976333535643
50.0,61.0,-5.0,-8.200000000000001,c3,4.0,1,0,a,0.3596443918452717,31.76723436841529
52.7,,4.3,-2.1,c5,5.0,0,1,a,-0.1206179459510953,34.825173903117985
43.5,69.0,,-4.9,c2,1.0,0,0,a,0.4512542190593102,
37.4,24.0,1.6,-0.6000000000000001,c1,,1,0,a,-1.0932355027025296,17.69389256021928
33.6,35.0,5.9,-1.1,c1,2.0,1,0,a,-0.7930559903269352,13.343149076078376
41.2,90.0,2.7,-1.2000000000000002,c2,2.0,1,0,a,-0.5589965727025377,21.94354298309353
46.5,295.18460258761326,4.4,-0.3,c3,2.0,1,0,a,-1.3886600794074284,27.871922435546004
47.8,84.0,6.1000000000000005,2.9000000000000004,c2,4.0,0,1,a,-1.915304671226391,29.361275720161142
65.7,144.0,1.0,-1.6,c4,5.0,1,0,a,-1.153645436052949,49.43508046186565
59.0,140.0,1.1,1.4,c1,4.0,1,0,a,0.5362590317641874,41.95394032916568
42.5,66.0,2.5,0.7000000000000001,c2,2.0,1,0,a,-0.2467247518349984,
52.900000000000006,102.0,-0.2,-0.0,c1,2.0,0,1,a,0.2279893114052981,35.12937607205861
46.900000000000006,79.0,3.3000000000000003,,,2.0,1,0,a,-0.0892756137793967,28.33629587284707
47.900000000000006,111.0,1.6,-1.0,c3,1.0,0,0,a,1.7187968799097793,29.440725457639143
51.6,86.0,3.9,4.7,,4.0,1,1,a,-0.4667363086026966,33.66793084473844
55.1,76.0,1.0,-12.4,c2,1.0,1,0,a,-0.1490166874038098,
47.400000000000006,97.0,2.9000000000000004,-0.6000000000000001,c1,3.0,0,0,a,0.8139223280440955,
58.7,145.0,8.0,2.9000000000000004,c5,3.0,0,0,a,0.0856767637112514,41.57466379460922
41.0,99.0,-3.1,-3.8,c3,1.0,0,0,a,0.2604631665976472,
50.2,128.0,0.1,-4.2,c4,2.0,,0,a,0.5013098305566939,
71.0,160.0,-1.2000000000000002,-0.4,c1,1.0,0,0,a,-0.9772906009230818,
51.900000000000006,105.0,3.1,4.2,c1,3.0,0,1,a,-1.205922436944978,34.00771768362748
61.6,104.0,-1.5,-8.8,c2,4.0,0,1,a,-0.6504115121473022,44.89893055945556
50.900000000000006,78.0,3.1,2.1,,5.0,0,1,a,0.9075116411990172,32.823681603558875
54.8,65.0,4.800000000000001,,,2.0,0,1,a,2.535763217163015,37.22699385796817
49.7,132.0,-0.0,0.4,c1,2.0,1,1,a,-1.087323748877141,31.48895125046577
48.8,89.0,8.0,3.4000000000000004,c2,3.0,,1,a,0.3605078103868784,
43.900000000000006,44.0,0.4,-4.6000000000000005,c2,4.0,1,0,a,-2.10705420358568,24.984658429471224
53.6,139.0,-1.7000000000000002,-10.3,c1,3.0,0,1,a,-0.1683417448372698,35.87271223061798
43.3,91.0,-0.7000000000000001,-2.6,c3,5.0,0,0,a,,24.336165297328087
55.5,,-1.3,-7.6,c3,1.0,0,0,a,0.0901803525468606,37.99026712682086
,108.0,3.3000000000000003,-5.0,c1,4.0,1,1,a,-1.3027589307334344,41.76758304001319
53.1,,3.3000000000000003,2.1,c5,4.0,0,1,a,-0.3924581953587538,
47.900000000000006,317.6500033140274,6.7,8.4,c5,2.0,0,1,a,1.6094322684981557,29.423761397998778
,121.0,3.6,3.2,c2,2.0,1,0,,,36.08569021377826
47.7,89.0,1.4,-6.4,,2.0,0,0,a,-0.6829678965484236,29.221942500082285
57.6,148.0,2.8000000000000003,0.2,c2,2.0,1,0,a,0.1674232621586553,40.41992412918634
35.5,101.0,5.7,6.2,c1,2.0,0,1,a,-0.8234461903575544,15.517345242063886
47.5,,-3.7,-5.5,c1,4.0,0,1,a,-0.4626544300543446,28.979533686932182
34.2,44.0,4.2,3.4000000000000004,c1,1.0,0,1,a,-0.3170620614187185,14.08269204388402
38.2,47.0,6.0,1.8,c1,4.0,0,1,b,-0.0723490217008363,18.544452527955155
61.1,151.0,2.7,-0.9,c5,3.0,1,0,a,-0.3708488794921216,44.27476006832519
,53.0,-2.8000000000000003,-6.9,c5,2.0,0,1,,0.5330355517575853,40.05666483774517
44.400000000000006,88.0,1.7000000000000002,2.4000000000000004,c2,4.0,,1,a,-1.4255764791815846,25.524677900436885
38.1,84.0,1.3,2.4000000000000004,c2,2.0,0,0,a,-1.171090014670556,18.47746889563193
26.4,47.0,3.8,-0.6000000000000001,c5,1.0,1,0,a,0.8912725699561399,
45.8,92.0,-1.3,0.4,c3,3.0,0,0,a,-0.4759584369761987,27.10854042860629
69.5,305.7991515915701,5.5,-2.8000000000000003,c1,2.0,,0,a,-0.1871091714810107,
53.6,90.0,5.4,2.4000000000000004,c5,2.0,,1,a,-0.5142620030469601,35.913958443172824
45.7,117.0,-2.1,-9.2,c2,3.0,1,1,a,-0.5188696653224597,26.9638494255546
53.900000000000006,122.0,3.7,-3.1,c1,3.0,1,1,a,-1.1535117538421564,36.18572188550276
37.7,74.0,6.6000000000000005,-1.6,c1,4.0,1,1,a,0.0543470642886217,
47.8,74.0,5.2,0.2,c3,3.0,1,0,a,-0.0761091946206879,29.32408973572128
51.0,99.0,-0.3,0.8,c1,3.0,1,1,a,-0.9597618312603068,32.89529725714165
49.5,156.0,3.5,1.1,c4,3.0,0,0,a,0.0212628174194096,31.225094133610565
56.5,91.0,0.1,-4.0,c3,5.0,1,1,a,1.053499456452906,39.11725509521072
52.900000000000006,146.0,0.3,-2.1,c1,1.0,0,1,a,,35.10180703612447
55.5,62.0,1.3,-9.2,c1,4.0,1,0,a,0.9247436663019282,
44.6,68.0,-1.5,-0.5,c2,1.0,0,0,a,-0.6384613857433856,25.80464945992317
57.3,98.0,4.9,-6.9,c1,2.0,1,1,a,-0.4278054496472195,40.08033867569493
,148.0,,-5.6000000000000005,c2,4.0,0,1,a,0.2444290512828373,46.66043252861592
42.400000000000006,89.0,6.1000000000000005,3.4000000000000004,,2.0,0,1,a,0.7574769789275821,23.268654323137287
43.1,124.0,3.6,3.4000000000000004,c3,1.0,1,0,a,0.1323463064411934,24.01073909856896
60.900000000000006,109.0,5.1000000000000005,3.9,c2,3.0,0,0,a,0.5259621781937216,44.0220590268821
48.6,96.0,-4.6000000000000005,-5.9,,3.0,0,0,a,-1.349744970854471,
,110.0,4.4,8.4,c5,5.0,0,0,a,-1.313440887053304,44.634392528599015
46.6,,5.4,11.6,c4,5.0,1,0,a,-1.0778764160150498,28.017178592970343
61.8,90.0,,1.3,c1,2.0,0,1,a,-0.3927638160000069,45.0954101864364
51.2,88.0,5.800000000000001,3.1,c1,,1,1,a,-1.0468082413552509,33.18337235124907
52.2,78.0,2.2,-0.4,c3,3.0,1,1,a,-1.1406072621123249,34.32405940990426
62.7,137.0,5.300000000000001,0.4,c1,3.0,1,0,a,0.693656870525312,46.08246219502914
47.3,65.0,7.1000000000000005,,c2,1.0,,1,,,28.74406570300246
42.6,137.0,1.2000000000000002,4.800000000000001,c4,4.0,0,0,a,-1.3544383236403874,23.529901136675377
46.6,97.0,-3.2,,c5,3.0,0,0,a,1.2209212799338591,
53.8,118.0,-0.6000000000000001,-2.9000000000000004,c1,,0,1,a,1.214765734517499,36.07100555578825
37.6,92.0,3.9,8.1,c4,4.0,1,1,a,1.1342598230025995,17.90816835037537
55.3,108.0,1.6,,c2,3.0,1,1,a,-2.344157939966533,37.737238123860095
,96.0,-0.7000000000000001,-0.4,c3,5.0,1,0,a,-1.3010356150827835,27.15105814144031
59.3,118.0,2.5,-6.2,c1,2.0,1,1,a,-1.160538332333909,42.33031394660208
31.0,82.0,-2.1,-0.5,c1,,1,1,a,0.1292107358548429,
43.900000000000006,68.0,2.4000000000000004,4.800000000000001,c3,1.0,0,0,a,0.5197515540542215,24.92090802406248
36.7,51.0,0.0,-0.7000000000000001,c2,2.0,0,0,a,0.465559248810029,16.82178663889308
,111.0,-2.3000000000000003,-6.4,c4,5.0,0,0,a,-0.699982812082518,24.563934802724425
52.1,104.0,2.8000000000000003,2.7,c1,,0,1,a,1.0393976210543103,34.228993109980486
48.7,44.0,-4.0,,c1,5.0,0,0,a,2.0517904999821126,30.38696037095221
-31.218673502173157,84.0,3.4000000000000004,-3.6,c1,1.0,0,0,b,0.0809075662243204,29.719601879467863
48.900000000000006,,-0.7000000000000001,1.2000000000000002,c3,4.0,0,0,a,1.0947361709769583,30.56733615757945
-27.51867350217315,99.0,-2.2,1.1,c3,3.0,0,0,a,0.0910850464168671,33.83049416557949
42.1,72.0,5.5,0.1,c2,1.0,0,0,a,-2.604234191185805,22.92317562251203
55.8,70.0,0.3,-6.300000000000001,c1,4.0,0,1,a,-0.6677261915610873,38.36164676809146
55.5,94.0,-0.9,-6.2,c1,,,0,a,-0.3880859394651217,37.96399373346935
53.2,74.0,4.4,3.1,c1,5.0,0,1,a,0.5398718756072711,35.46534143890491
54.6,119.0,,-2.0,c1,5.0,1,1,a,0.8126451613800463,37.008800984761365
52.5,106.0,6.4,9.5,c5,4.0,0,1,a,-0.6145921623783215,34.667762007277936
,118.0,0.3,-3.3000000000000003,c1,5.0,0,0,a,-1.05835287494942,50.3156597245796
49.5,79.0,,,c1,3.0,0,1,a,-0.9383743936819036,
47.7,137.0,-3.0,-7.4,c3,5.0,,0,a,-0.1834124668001214,29.23625103498881
44.1,71.0,7.1000000000000005,7.1000000000000005,c5,4.0,1,1,a,-0.3401605047537169,25.2182517767836
41.900000000000006,68.0,3.0,3.8,c3,4.0,0,0,a,0.0574040956494783,22.709635964799467
40.2,77.0,3.4000000000000004,-5.800000000000001,c1,5.0,0,0,a,0.9738868595239342,20.79975391159032
43.0,86.0,4.9,-0.2,c2,3.0,0,1,a,-1.1513873143282032,
49.6,112.0,-1.2000000000000002,-3.4000000000000004,c1,3.0,0,1,a,1.8759211823902304,31.36387656513136
52.8,130.0,3.3000000000000003,,c1,5.0,1,1,a,-0.4050282753507073,
50.6,124.0,-2.4000000000000004,-0.1,c3,,0,1,a,1.255633615097619,32.460278526969454
44.0,156.0,-3.9,-7.6,c4,1.0,0,1,a,0.0091770275976105,
57.400000000000006,67.0,2.6,3.7,c1,2.0,0,1,a,0.5662786031202195,
,,6.5,6.1000000000000005,c3,3.0,1,0,a,-0.7411313417478553,
48.900000000000006,84.0,-0.4,-2.4000000000000004,c3,1.0,0,0,a,0.8633029644523585,30.563165233201847
44.900000000000006,146.0,-0.0,1.6,c2,3.0,0,1,a,-0.0720810858819758,26.123754698017592
54.5,113.0,6.6000000000000005,-2.3000000000000003,c1,2.0,0,1,a,-1.4506048728838683,36.93585128746819
51.7,48.0,-2.1,-3.7,c5,2.0,0,1,a,-0.3250389829329494,33.69176228737494
38.6,93.0,4.0,-1.4,c1,5.0,0,1,a,-0.9118982001599358,18.96685466526457
49.6,107.0,5.4,2.7,c1,2.0,1,1,a,0.5989389605582842,31.38817769614036
52.3,124.0,4.4,0.3,c1,5.0,1,1,n/a,-0.5942556555082309,34.35832230866943
43.0,69.0,1.4,-0.1,c3,3.0,0,0,a,0.8080152792851696,23.902746921610216
51.7,112.0,-0.3,,c4,5.0,0,1,a,0.7105047187538263,
38.5,73.0,5.6000000000000005,3.9,c1,4.0,0,1,b,0.5659947697452875,18.906597632679897
,100.0,1.9,0.8,c1,3.0,0,1,a,-0.5804618577383097,44.025674900109536
60.1,126.0,3.0,3.4000000000000004,,,1,0,a,1.1014573320445769,43.23154986553489
48.1,101.0,-1.0,-7.9,c3,5.0,0,0,a,-0.1259213039800361,
53.1,134.0,4.3,4.3,c5,4.0,0,1,a,-0.1957988081376909,
30.9,69.0,0.6000000000000001,-7.5,c3,1.0,0,0,a,1.0323830477597111,10.310702307801126
